SampleName,B_04_Sample-20_AB001529,C_02_Sample-21_AB000286,D_02_Sample-22_AB000464,C_04_Sample-23_AB000376,D_04_Sample-24_AB001696,E_02_Sample-25_AB001672,F_02_Sample-26_AB000262,E_04_Sample-27_AB000490,F_04_Sample-28_AB000354,G_02_Sample-29_AB001635,H_02_Sample-30_AB001538,G_04_Sample-31_AB000457,H_04_Sample-32_AB001604,A_09_Sample-33_AB000543,B_09_Sample-34_AB000566,A_11_Sample-35_AB000442,B_11_Sample-36_AB001651,C_09_Sample-37_AB000497,D_09_Sample-38_AB001686,C_11_Sample-39_AB000277,D_11_Sample-40_AB000404,E_09_Sample-41_AB000270,F_09_Sample-42_AB000293,E_11_Sample-43_AB001630,F_11_Sample-44_AB001663,G_09_Sample-45_AB001738,H_09_Sample-46_AB001591,G_11_Sample-47_AB000473,H_11_Sample-48_AB000517,A_10_Sample-49_AB000423,B_10_Sample-50_AB000509,A_12_Sample-51_AB000368,B_12_Sample-52_AB000534,C_10_Sample-53_AB001544,D_10_Sample-54_AB000450,C_12_Sample-55_AB000300,D_12_Sample-56_AB000362,E_10_Sample-57_AB001555,F_10_Sample-58_AB001682,E_12_Sample-59_AB000384,F_12_Sample-60_AB000540,G_10_Sample-61_AB000500,H_10_Sample-62_AB000317,G_12_Sample-63_AB001567,H_12_Sample-64_AB000525,A_05_Sample-65_AB000346,B_05_Sample-66_AB001559,A_07_Sample-67_AB000329,B_07_Sample-68_AB001524,C_05_Sample-69_AB000306,D_05_Sample-70_AB000481,C_07_Sample-71_AB001669,D_05_P2_503,A_07_P5_501,B_07_P1_492,B_07_P2_493,D_09_P3_265,B_03_P2_17,D_02_P5_200,D_11_P2_272,H_05_P2_547,H_07_P1_557,C_01_P2_19,E_12_P5_432,E_12_P1_387,C_12_P5_392,E_01_P3_46,F_02_P5_217,G_12_P4_475,G_09_P4_320,H_03_P2_71,A_02_P1_81,A_10_P1_307,B_12_P1_324,F_09_P3_302,C_07_P2_505,G_04_P5_245,D_04_P3_184,H_02_P1_206,H_02_P4_227,D_04_P1_175,H_10_P2_401,G_07_P5_552,A_01_P2_2,E_03_P4_66,E_02_P2_185,G_09_P2_297,D_10_P5_386,G_04_P3_225,C_11_P3_277,E_03_P3_56,B_12_P2_334,D_07_P3_522,A_10_P3_335,C_03_P3_35,E_10_P4_397,C_05_P4_500,F_09_P4_311,F_05_P5_534,H_04_P2_224,E_09_P4_305,G_11_P2_308,B_10_P5_367,C_12_P3_370,G_12_P5_484,D_12_P3_378,D_10_P3_365,B_05_P1_438,A_04_P1_117,B_05_P4_487,H_05_P5_550,D_11_P1_255,G_11_P4_333,B_12_P3_359,E_05_P5_529,G_10_P4_431,G_07_P4_549,G_04_P1_211,H_09_P4_327,C_10_P4_371,D_03_P1_28,D_03_P5_48,E_09_P3_298,H_10_P5_481,A_04_P5_181,A_02_P2_82,G_02_P2_207,G_02_P1_201,E_04_P5_222,A_05_P5_491,C_04_P2_176,C_12_P1_363,D_04_P2_183,F_10_P2_374,B_03_P3_20,B_09_P4_249,E_01_P4_47,E_07_P1_530,C_04_P5_205,D_07_P4_518,G_12_P2_406,D_12_P1_368,D_07_P2_511,D_01_P3_30,D_04_P5_210,D_12_P5_398,H_01_P4_88,B_02_P1_89,A_05_P1_436,E_11_P5_317,F_12_P3_403,C_10_P3_360,F_11_P2_296,F_09_P2_289,F_04_P5_233,G_05_P4_539,F_05_P4_528,A_05_P2_452,E_04_P1_191,B_02_P2_90,F_05_P3_532,C_02_P1_146,B_03_P5_27,G_03_P4_111,C_01_P3_25,B_12_P4_366,G_09_P1_287,G_09_P5_323,G_03_P2_70,G_10_P5_480,F_04_P4_216,F_11_P3_309,A_04_P4_168,F_03_P2_55,A_02_P5_174,D_12_P2_364,D_02_P2_171,H_01_P5_131,G_05_P5_545,H_12_P4_476,A_05_P4_482,B_11_P1_236,A_01_P3_3,F_02_P4_204,A_11_P3_248,D_05_P1_502,G_10_P3_428,H_11_P4_342,B_02_P5_179,F_12_P2_389,D_11_P4_299,H_01_P3_73,H_10_P3_454,A_09_P4_244,C_02_P2_147,E_05_P2_516,G_11_P3_326,B_11_P5_269,G_01_P4_77,H_11_P1_301,A_12_P5_372,C_09_P3_263,F_07_P2_531,H_10_P4_458,B_10_P3_349,E_10_P1_373,C_01_P5_32,F_07_P3_543,H_03_P4_128,E_02_P1_180,F_10_P3_390,B_07_P4_495,B_04_P5_190,H_07_P4_551,D_01_P5_37,H_03_P3_83,A_12_P1_321,C_10_P2_348,A_07_P2_485,H_04_P1_213,G_12_P3_468,A_03_P5_22,H_09_P5_328,A_12_P4_361,B_09_P5_259,E_05_P1_520,B_02_P3_121,A_07_P4_489,C_03_P2_29,B_01_P4_9,A_11_P4_258,E_01_P5_53,F_05_P1_525,D_05_P3_512,F_01_P3_51,B_05_P3_494,F_01_P4_52,C_05_P1_497,F_02_P2_192,A_03_P2_12,F_10_P1_382,H_09_P1_291,A_01_P1_1,C_03_P4_36,F_07_P4_535,E_01_P1_33,C_10_P5_381,E_10_P5_402,H_05_P4_544,D_01_P1_18,F_01_P2_45,A_10_P2_318,E_03_P1_43,H_02_P3_220,F_11_P4_316,C_09_P1_240,G_01_P1_49,H_04_P3_226,A_02_P3_96,F_01_P5_67,A_05_P3_486,F_11_P5_322,D_01_P2_24,F_07_P5_540,B_04_P3_135,F_10_P5_407,E_05_P3_527,E_12_P3_396,E_03_P2_50,H_12_P5_488,H_04_P5_251,A_12_P3_353,G_12_P1_408,B_11_P2_253,D_07_P5_524,A_11_P2_247,A_01_P4_4,F_04_P3_208,B_10_P4_354,E_02_P5_212,B_05_P2_467,B_10_P2_325,E_01_P2_39,B_05_P5_496,H_12_P3_471,B_04_P2_125,D_09_P4_284,E_11_P4_312,E_03_P5_78,D_04_P4_194,B_11_P4_264,F_09_P5_313,G_09_P3_310,F_02_P3_197,D_07_P1_515,G_04_P2_219,E_07_P5_536,C_05_P5_509,G_01_P2_62,A_02_P4_136,F_04_P1_199,G_03_P5_163,B_09_P1_223,G_07_P3_561,C_09_P2_256,B_11_P3_257,C_12_P4_385,A_09_P2_228,G_01_P3_65,F_12_P4_427,D_10_P2_355,E_04_P2_196,A_03_P4_14,G_07_P1_553,C_02_P3_148,E_11_P1_271,B_01_P1_5,C_02_P5_195,G_05_P2_542,G_02_P3_215,C_11_P4_293,B_07_P3_506,B_10_P1_314,E_10_P3_384,F_07_P1_537,B_02_P4_149,C_02_P4_178,D_03_P4_41,C_04_P3_177,H_03_P1_69,H_11_P3_332,E_11_P3_304,H_01_P2_63,A_09_P1_218,E_12_P4_413,H_05_P1_546,H_09_P3_319,C_04_P4_187,D_05_P5_514,D_11_P3_290,D_09_P1_246,A_09_P3_229,H_04_P4_238,E_09_P1_260,F_03_P5_84,C_12_P2_358,E_10_P2_369,H_11_P5_351,G_05_P3_548,C_05_P2_498,H_02_P2_214,B_09_P3_243,E_11_P2_292,F_05_P2_521,A_04_P3_126,F_01_P1_38,E_07_P3_538,H_11_P2_315,G_04_P4_232,B_12_P5_380,A_07_P1_483,C_07_P5_519,B_07_P5_504,G_10_P1_399,H_07_P2_560,C_07_P4_513,C_04_P1_170,D_09_P2_261,A_09_P5_254,D_02_P3_172,C_03_P5_42,A_11_P1_234,F_02_P1_182,A_10_P4_350,B_04_P1_123,D_10_P1_352,E_05_P4_523,A_07_P3_499,C_01_P4_26,C_09_P4_268,F_09_P1_270,C_07_P3_517,G_11_P1_295,D_11_P5_300,C_10_P1_347,D_10_P4_379,A_04_P2_120,F_12_P1_393,G_03_P3_74,H_09_P2_303,B_01_P3_8,E_04_P3_203,H_03_P5_169,B_04_P4_173,E_07_P2_526,G_11_P5_343,E_09_P5_306,D_02_P4_186,A_03_P1_6,D_03_P3_40,H_01_P1_54,E_09_P2_283,E_07_P4_533,H_10_P1_405,H_12_P2_441,D_02_P1_166,D_01_P4_31,G_02_P4_221,F_03_P4_75,C_11_P2_262,H_02_P5_239,C_07_P1_510,B_01_P2_7,F_03_P1_44,G_10_P2_395,F_04_P2_202,A_12_P2_329,D_09_P5_288,F_11_P1_286,F_10_P4_404,E_02_P4_198,B_03_P4_21,H_07_P5_559,C_05_P3_507,A_11_P5_266,A_10_P5_362,E_02_P3_193,C_11_P5_294,C_09_P5_285,C_03_P1_23,G_05_P1_541,G_02_P5_235,F_03_P3_57,F_12_P5_434,A_06_P3_17A,A_06_P5_14A,A_06_P1_10A,C_06_P3_6A,C_08_P3_9A,B_08_P3_30A,C_08_P2_5A,B_06_P4_18A,B_06_P5_19A,A_06_P2_11A,H_07_P3_12A,A_06_P4_13A,B_06_P1_15A,B_06_P2_16A,A_08_P1_1A,A_08_P2_20A,B_06_P3_21A,A_08_P4_22A,A_08_P5_23A,B_08_P1_24A,B_08_P2_25A,A_08_P3_26A,B_08_P4_27A,B_08_P5_28A,C_06_P1_29A,C_06_P2_2A,C_06_P4_31A,C_06_P5_3A,C_08_P1_4A,C_08_P4_7A,C_08_P5_8A
Experiment,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,First,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second,Second
Foundation,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Combined Brain,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou,Loulou
LabSampleID,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,503,501,492,493,265,17,200,272,547,557,19,432,387,392,46,217,475,320,71,81,307,324,302,505,245,184,206,227,175,401,552,2,66,185,297,386,225,277,56,334,522,335,35,397,500,311,534,224,305,308,367,370,484,378,365,438,117,487,550,255,333,359,529,431,549,211,327,371,28,48,298,481,181,82,207,201,222,491,176,363,183,374,20,249,47,530,205,518,406,368,511,30,210,398,88,89,436,317,403,360,296,289,233,539,528,452,191,90,532,146,27,111,25,366,287,323,70,480,216,309,168,55,174,364,171,131,545,476,482,236,3,204,248,502,428,342,179,389,299,73,454,244,147,516,326,269,77,301,372,263,531,458,349,373,32,543,128,180,390,495,190,551,37,83,321,348,485,213,468,22,328,361,259,520,121,489,29,9,258,53,525,512,51,494,52,497,192,12,382,291,1,36,535,33,381,402,544,18,45,318,43,220,316,240,49,226,96,67,486,322,24,540,135,407,527,396,50,488,251,353,408,253,524,247,4,208,354,212,467,325,39,496,471,125,284,312,78,194,264,313,310,197,515,219,536,509,62,136,199,163,223,561,256,257,385,228,65,427,355,196,14,553,148,271,5,195,542,215,293,506,314,384,537,149,178,41,177,69,332,304,63,218,413,546,319,187,514,290,246,229,238,260,84,358,369,351,548,498,214,243,292,521,126,38,538,315,232,380,483,519,504,399,560,513,170,261,254,172,42,234,182,350,123,352,523,499,26,268,270,517,295,300,347,379,120,393,74,303,8,203,169,173,526,343,306,186,6,40,54,283,533,405,441,166,31,221,75,262,239,510,7,44,395,202,329,288,286,404,198,21,559,507,266,362,193,294,285,23,541,235,57,434,17A,14A,10A,6A,9A,30A,5A,18A,19A,11A,12A,13A,15A,16A,1A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,2A,31A,3A,4A,7A,8A
